from_port,to_port,month,distance_nm,sig_wave_height_m,wind_speed_ms,weather_delay_days
DALRYMPLE BAY,QINGDAO,11,8189.27578190768,2.351291711493678,10.012134107847883,0.05127918259161229
SANTOS,QINGDAO,12,6144.298334212878,3.190600068253578,8.071096699874511,0.7885237373469891
SANTOS,NEWCASTLE,4,10287.41408643985,2.57021383826159,9.900560761899033,0.6631345779359836
DALRYMPLE BAY,SINGAPORE,3,3001.7296892496674,1.9565231456446006,7.647207499373822,0.3473604689556199
QINGDAO,SINGAPORE,1,7862.214365301141,3.582742104483561,11.914918108694863,0.9229956014934825
SINGAPORE,NEWCASTLE,11,10298.792295881522,2.557517227118385,8.277636230409309,0.37968628096900436
RICHARDS BAY,NEWCASTLE,9,3526.935654123493,1.4380391107992372,7.268905689858394,0.0
SINGAPORE,QINGDAO,3,8950.571993556518,2.074131475968745,7.493979675249934,0.5363680084897309
DALRYMPLE BAY,QINGDAO,8,7510.338074565692,1.8079764624028498,8.683175341377682,0.27034378851454066
SANTOS,DALRYMPLE BAY,2,6837.703753692892,3.704584715909123,11.569360025135321,1.3776961227834708
QINGDAO,RICHARDS BAY,6,7915.3692438845965,1.814666676395769,5.556349916800246,0.0
DALRYMPLE BAY,SINGAPORE,4,6478.393088446788,2.0257158379395817,7.767067837839068,0.45715053094615166
ROTTERDAM,RICHARDS BAY,4,9768.038330852516,3.2561059510640016,10.735291644753278,1.280803742750182
SANTOS,DALRYMPLE BAY,2,6788.1457144225415,3.423353414686524,11.512292065686477,1.2589928587582553
DALRYMPLE BAY,RICHARDS BAY,1,4446.420079403387,2.8952201826758017,9.454832997232957,0.09479105577785807
RICHARDS BAY,DALRYMPLE BAY,5,3112.9354401366654,1.6482448916338763,9.716904795515156,0.4878060507172275
ROTTERDAM,SANTOS,4,8720.483016243972,2.3462181060780827,9.483242333846245,0.623342778625058
SANTOS,SINGAPORE,9,10281.195050777498,2.9288548059738195,9.66636562525258,1.1291651585935751
QINGDAO,DALRYMPLE BAY,5,2340.5174782849426,1.6255206045952428,6.3099191132655275,0.15016815401462524
DALRYMPLE BAY,SINGAPORE,8,4566.622968302548,1.720692564299004,5.754916977363906,0.04487647368812528
QINGDAO,DALRYMPLE BAY,8,8316.06502640988,2.029045690058056,8.764941021015163,0.6211201962765388
DALRYMPLE BAY,NEWCASTLE,4,9570.58968932348,2.2310006948251346,7.429738719072431,0.07389508411974005
SANTOS,RICHARDS BAY,6,7079.815930548066,2.2233242106204547,7.681113143811196,0.720267864814077
ROTTERDAM,QINGDAO,4,11238.33481429228,2.6034394046339067,9.468914621342194,0.3261436604965507
SINGAPORE,RICHARDS BAY,8,11808.962449196622,2.789932546271384,7.1699431267428935,0.2635179812199177
RICHARDS BAY,NEWCASTLE,6,2698.0927474281907,1.8404437852357982,9.292003718971218,0.022361780214237792
DALRYMPLE BAY,SINGAPORE,4,9204.41172309812,2.0361204102560624,7.648634214051286,0.2455433399280814
DALRYMPLE BAY,NEWCASTLE,11,11768.128280275323,2.4885365670964563,8.340457851090678,0.7007174950097459
SANTOS,ROTTERDAM,10,1888.1926356123295,1.759402097037712,6.095069758676363,0.4415277837800882
SINGAPORE,DALRYMPLE BAY,9,9909.151717119637,2.358719445241041,8.749546564453016,0.5894784108741329
NEWCASTLE,QINGDAO,9,1810.8765358504388,1.3689118378313139,4.325043344733137,0.6822171425835133
NEWCASTLE,DALRYMPLE BAY,11,7698.362634273064,1.935819850850752,8.451200844177981,0.5512201391662551
ROTTERDAM,SANTOS,9,9978.031862750959,2.4552022219528395,9.525661210874242,0.03299281960624911
SINGAPORE,SANTOS,6,6717.624259368669,2.3479401759777043,9.015280615746638,0.25036082215371086
DALRYMPLE BAY,NEWCASTLE,8,5104.570854978531,1.7397301570600991,7.137119375456315,0.29986571776665144
ROTTERDAM,QINGDAO,7,11045.180551440959,2.686228981726368,8.658583139416251,0.2110721680068534
ROTTERDAM,QINGDAO,4,3132.1364228759358,1.929524584666198,7.69212123922383,0.6222590923145896
DALRYMPLE BAY,ROTTERDAM,12,8583.273508279754,3.714596399554382,12.219994520287752,1.5218058071897171
DALRYMPLE BAY,ROTTERDAM,8,11531.168995972015,1.977583712411488,7.128462377906081,0.14249458774540003
SINGAPORE,ROTTERDAM,7,6278.737345323505,1.8186296184510045,7.58030469568848,0.6648030016926092
SINGAPORE,DALRYMPLE BAY,9,3673.7156860105256,1.8632775310624636,8.428218710214495,0.06634912945783145
QINGDAO,SINGAPORE,2,6639.771068325685,3.3572930223383697,10.618407107753407,1.2270587856303732
SANTOS,RICHARDS BAY,3,6538.565705786184,2.3840517427169865,7.627942566307741,0.15772025146211094
DALRYMPLE BAY,RICHARDS BAY,3,1997.4272100575595,1.9330729377312337,8.673154157406938,0.0
QINGDAO,NEWCASTLE,8,4037.2085417604007,1.9334313004782002,8.79770082730693,0.9395217688965624
SANTOS,SINGAPORE,11,10482.66118880115,3.162892814139101,12.110954030350332,1.1832671428976007
NEWCASTLE,RICHARDS BAY,10,4843.190737198826,2.174930416578266,9.089875069460867,0.6566887254183189
DALRYMPLE BAY,SINGAPORE,9,1699.858552083609,2.188684457474072,9.736589515243754,0.5587161946249518
ROTTERDAM,SINGAPORE,8,2823.2765883395787,1.800443437361283,6.2982347578881015,0.30510135588102166
DALRYMPLE BAY,SINGAPORE,7,7638.707758408737,2.2029965804022096,7.323565963416132,0.3923473919820736
DALRYMPLE BAY,RICHARDS BAY,1,7742.959893354076,3.7374905980868696,12.470682582073664,1.4053109315576342
NEWCASTLE,DALRYMPLE BAY,11,7913.086398971892,2.677507973378709,10.454995597099503,0.5995742518330321
QINGDAO,NEWCASTLE,12,5902.360072958454,3.6661014517868153,10.82824516216302,0.8345630694132518
NEWCASTLE,DALRYMPLE BAY,8,8667.106781196813,2.7980437600946204,8.434008007454953,0.003426758462206303
ROTTERDAM,DALRYMPLE BAY,9,10722.840205013417,1.7704336905704605,7.936801255571744,0.8152336128149233
SANTOS,SINGAPORE,10,10588.511662870796,3.1100671689333357,9.884195112826523,1.3495530341924922
DALRYMPLE BAY,NEWCASTLE,5,9052.781603753649,3.3589342641856255,11.569154103216041,0.6961500865460954
SINGAPORE,RICHARDS BAY,7,6410.222694579263,2.145217836017514,8.627018798640462,0.5761477190417139
DALRYMPLE BAY,SINGAPORE,5,11526.43311448598,2.677837612442934,8.662169060313587,0.8528017952235084
DALRYMPLE BAY,QINGDAO,6,6418.374733091095,2.359122276545978,8.781246921426657,0.0
SANTOS,DALRYMPLE BAY,2,4150.5810507706665,3.482726056930121,11.913101723708541,0.6326934114561051
ROTTERDAM,DALRYMPLE BAY,8,2946.8321272419544,1.2834853539410829,5.733933985086154,0.046200092680034666
SINGAPORE,RICHARDS BAY,2,4159.182481202072,3.1572228602775443,10.793321259075551,0.3532571755712223
NEWCASTLE,ROTTERDAM,2,9609.706370582964,3.8933412022898666,10.509665959609505,1.140655536537512
NEWCASTLE,QINGDAO,11,3384.666759633918,2.134688219477312,9.426884196975758,0.8928418385710155
SANTOS,RICHARDS BAY,9,4070.363266276527,1.7356015608686315,7.305045279787531,0.8914921363423433
QINGDAO,SANTOS,7,7133.964142559437,2.3478936340478915,9.86109480364296,1.0221963663620148
QINGDAO,SINGAPORE,5,3681.031160191162,1.9315860358576313,8.749566031283216,0.5460828101590219
SANTOS,SINGAPORE,6,5704.738075075422,2.1853395284230572,4.72226623163133,0.0
NEWCASTLE,SINGAPORE,10,5084.5642075081405,2.6813325144717095,9.360745175767072,0.7409983997695123
DALRYMPLE BAY,RICHARDS BAY,3,11199.724818978391,2.2105499862373694,8.165267901133916,0.23383960432268938
ROTTERDAM,SANTOS,10,3099.4304566545447,1.5100293770646402,5.978471121508009,0.5877845102268127
SINGAPORE,ROTTERDAM,8,7796.801245517899,2.348524639190872,9.432632370810119,0.6319026617812782
RICHARDS BAY,SINGAPORE,12,10871.120741716926,3.9422750265542987,12.755105662528324,1.6313764095524572
SANTOS,NEWCASTLE,5,9254.362483209601,2.461789633110799,9.054343454133143,0.7918373005070256
QINGDAO,RICHARDS BAY,5,5785.645016425637,2.2795882743032205,8.184335085708831,0.7023525128235625
ROTTERDAM,QINGDAO,1,4928.741848053689,3.179361071929478,9.337676983180634,0.8089057448029062
DALRYMPLE BAY,QINGDAO,10,4476.968049291907,2.132537205329862,6.157121068882282,0.28667384162527315
SINGAPORE,RICHARDS BAY,8,4178.622775787498,1.97869479205446,7.457028506712021,0.5296028887041684
SANTOS,ROTTERDAM,9,7907.388166549082,2.004301271515662,8.982496671248724,0.630253252256384
DALRYMPLE BAY,ROTTERDAM,8,5008.168303066934,1.7141292800862742,7.865770808792417,0.0
DALRYMPLE BAY,RICHARDS BAY,3,6546.380124894218,2.277989587894211,8.674327089176627,0.6182587809953686
NEWCASTLE,ROTTERDAM,5,3797.994392343638,1.8617238853139777,6.651485218337736,0.47749776997992505
SINGAPORE,DALRYMPLE BAY,3,9630.526962422038,2.1891893002265554,8.605164646562246,0.85536023978725
SINGAPORE,SANTOS,8,11295.458215339158,2.7593241570517613,9.580564797783481,0.6815622018606999
QINGDAO,RICHARDS BAY,6,10241.557491702075,2.5267074371871536,9.848347127289935,0.6341311538419305
SINGAPORE,QINGDAO,12,11993.930046853971,4.491492058088625,14.22494411299106,1.833938731653567
QINGDAO,SANTOS,3,8558.77652784617,2.1174978162471008,9.538560700302288,0.7118650829229793
SINGAPORE,ROTTERDAM,9,9914.589055348592,2.515155520436862,10.163991519630425,0.4744591404106161
ROTTERDAM,RICHARDS BAY,4,2054.4745647011587,1.6501947325155493,7.0302343356940025,0.8353956187075089
SINGAPORE,SANTOS,3,3042.0692156247446,1.5984511187094816,8.57860983079676,0.2753936227312852
SANTOS,NEWCASTLE,8,9399.453601552304,1.7440621421298648,5.486578539821051,0.12928548681622362
QINGDAO,RICHARDS BAY,10,2748.558654356585,2.083914486381478,8.351886804034521,0.7163969830197774
NEWCASTLE,SINGAPORE,12,6211.659825613131,2.8859043439992873,8.354124517839006,0.31066799540730644
RICHARDS BAY,ROTTERDAM,8,4535.377607201013,2.690764988342869,11.183271924432884,0.534553586532771
SANTOS,SINGAPORE,12,6605.016794033892,3.1804399246903463,9.598905391070435,0.843478123286118
RICHARDS BAY,NEWCASTLE,4,6980.143943077162,2.387871768689908,8.765104860761623,0.10450174251422417
RICHARDS BAY,DALRYMPLE BAY,10,3305.58369533874,1.7535621346139483,8.25724608136484,0.9297817767808624
RICHARDS BAY,ROTTERDAM,8,3552.608350611043,1.4584984950736006,6.430802859448154,0.38231714163925623
SINGAPORE,QINGDAO,8,4864.170637771732,2.0756703851328395,9.038099824670418,0.2925432089207819
DALRYMPLE BAY,RICHARDS BAY,11,11261.499519655328,1.9512148185800506,6.707070662861998,0.760062473166512
DALRYMPLE BAY,RICHARDS BAY,2,7023.635532303219,3.920977823452626,11.265308354671559,1.3156123037987184
NEWCASTLE,DALRYMPLE BAY,10,3288.582533414448,1.9269612139782393,7.061396597498564,0.3719943055583902
RICHARDS BAY,QINGDAO,3,2584.476530624021,1.5991547016956877,8.243182215845803,0.33869737772956815
QINGDAO,SANTOS,12,11294.186006398317,4.584456397781606,12.372001806266523,1.5990656866707535
ROTTERDAM,RICHARDS BAY,5,5130.173460507643,2.3128182457931112,8.723049904544004,0.7341420952985614
ROTTERDAM,NEWCASTLE,7,9433.165195970985,2.6383912212706075,9.870337137446782,1.0761629331128977
RICHARDS BAY,DALRYMPLE BAY,11,11200.954205727014,3.1061165133135162,10.575931176969995,0.7249874727648081
ROTTERDAM,SANTOS,9,10447.526039226408,2.619886494000869,7.9133768846831885,0.5631257389254438
DALRYMPLE BAY,ROTTERDAM,11,4338.588776092939,2.011151003885642,8.867785116253138,0.0
SANTOS,NEWCASTLE,11,3469.8975740328524,2.0312708889104045,8.81639684775449,0.3485608459921079
RICHARDS BAY,DALRYMPLE BAY,9,5962.283549494065,2.337599445424858,8.000084938706255,0.6090501750298447
RICHARDS BAY,NEWCASTLE,4,10680.509691515539,2.9251750381396775,9.089841228207991,0.526969515563164
SINGAPORE,SANTOS,10,1920.9976036641472,1.6549569720675168,8.051942847114525,0.0
RICHARDS BAY,QINGDAO,2,11446.857855160846,4.285251619067946,13.228391248569071,2.179594369460346
DALRYMPLE BAY,SANTOS,5,6026.301755198352,2.7955835021468585,9.918010474681738,0.4475918221215537
SANTOS,RICHARDS BAY,4,10981.386110764435,2.703926772251595,11.320808352234943,0.8049426650858278
NEWCASTLE,SANTOS,1,7458.205192267895,3.225857788264095,11.313715626940324,0.7367378632022852
DALRYMPLE BAY,SANTOS,4,11625.918546360528,2.2081654218979914,9.245451914862036,0.5989252364159094
ROTTERDAM,DALRYMPLE BAY,8,9855.779934253185,2.9276614111012473,11.081356732113175,0.0
SINGAPORE,SANTOS,6,5556.585300843409,1.729688172207164,7.795777283104201,0.06067777285755427
QINGDAO,DALRYMPLE BAY,11,1869.3478129364073,1.8677305151855905,7.5529611877209195,0.5330282133957126
RICHARDS BAY,DALRYMPLE BAY,12,3981.784571527218,3.223983036329046,11.1426366842865,0.9232687858292441
QINGDAO,RICHARDS BAY,8,3619.6061419001817,2.2402418112589135,9.848391073238798,0.24244118204985488
RICHARDS BAY,ROTTERDAM,3,6097.336439596291,2.0469109958477465,8.484352588015009,0.8414336117658137
QINGDAO,RICHARDS BAY,3,6064.977341494985,2.0252192951021564,7.121449423073733,0.12806175086448518
RICHARDS BAY,SANTOS,6,6955.270780151787,1.8213318371069278,8.763504325617022,0.17491726614495895
DALRYMPLE BAY,SINGAPORE,9,3893.6616083434155,2.3442981910111627,8.382030760735267,0.3194186002562902
RICHARDS BAY,NEWCASTLE,1,10133.242233984973,3.9790612558651457,14.25771160476761,1.2623527098966307
ROTTERDAM,SANTOS,6,8554.468980447708,2.652012870784365,9.344282243569193,0.2229579803546306
RICHARDS BAY,ROTTERDAM,6,3762.698989033355,1.872245162825893,5.4840755683139335,0.2627714902494113
NEWCASTLE,QINGDAO,7,11538.489924987605,2.822842914553688,9.760270266131254,0.772294994134562
SINGAPORE,ROTTERDAM,9,3339.3959624880385,1.887561885234702,7.158830682277297,0.3501444232832988
RICHARDS BAY,SANTOS,10,2234.282130507043,1.9370213199480197,6.692563571967219,0.1890858924010326
RICHARDS BAY,QINGDAO,3,5288.510894883911,1.396693385289485,6.750253180938062,0.8513044617108741
QINGDAO,ROTTERDAM,5,6107.627868920461,2.1738501742178897,7.632823786538269,0.8298015291935685
SINGAPORE,RICHARDS BAY,8,10605.308904370413,2.5040156522577264,8.583568594733554,0.8715407468086939
NEWCASTLE,SINGAPORE,9,6510.606649470708,2.445504589739506,7.726181083017972,1.1159797994221203
SINGAPORE,NEWCASTLE,3,9826.552279076119,2.4043852810073574,9.648693167147513,0.6109245947302139
NEWCASTLE,QINGDAO,10,11357.456219173902,2.7543983538261427,7.9417384574168475,0.39673463081948657
RICHARDS BAY,SANTOS,12,5730.235889330111,3.804483566861587,12.418088444713417,1.0730643440988152
DALRYMPLE BAY,NEWCASTLE,10,8615.94045177193,2.0125519052395116,8.1871633695419,0.6256798798029418
SINGAPORE,DALRYMPLE BAY,6,4156.864874261677,1.4796067034466784,5.696824108036191,0.25411771464927646
RICHARDS BAY,SANTOS,5,1905.7652531822882,1.479655801048888,6.839945402820899,0.0
DALRYMPLE BAY,SINGAPORE,5,3482.7824149942094,1.4252873305742582,6.6767369610539,0.03654821946211376
SINGAPORE,DALRYMPLE BAY,2,5735.221234115847,3.5570416635507094,12.246773147621008,1.3834501295279669
ROTTERDAM,SINGAPORE,3,3446.4403644260997,1.779338628412213,7.174876331116681,0.4199260028230222
RICHARDS BAY,QINGDAO,2,2917.9000085904786,2.7586940090612253,9.84140054231243,0.42539454239839464
QINGDAO,SINGAPORE,2,8212.128573739785,4.160828543898232,9.977359194007786,1.7154325235580592
SANTOS,SINGAPORE,11,4710.902401754957,2.0560108165784925,9.196536794086951,0.0
DALRYMPLE BAY,NEWCASTLE,6,10705.12045689288,1.8462796903799767,8.340953391998665,0.0
ROTTERDAM,RICHARDS BAY,9,7617.765667802644,2.6436413974066637,9.823579763994221,0.5001129911078714
SANTOS,QINGDAO,7,3479.5674556786826,1.886543223315248,10.160038246204419,0.0867028188129978
ROTTERDAM,RICHARDS BAY,8,11859.601842063916,2.770546944424639,8.842413452864449,0.6106079705227109
SANTOS,RICHARDS BAY,12,10777.06328244893,4.374265887100332,13.113056812193467,1.1925087299965555
DALRYMPLE BAY,SINGAPORE,6,8975.137011180077,2.5895777989166353,8.64083939497169,0.6495558467535117
QINGDAO,DALRYMPLE BAY,5,11424.057020543112,2.2278209926452215,7.9237644913476855,0.08154848113978236
SANTOS,RICHARDS BAY,5,4079.8473014473,1.7599643280299264,7.661348129400397,0.0
NEWCASTLE,DALRYMPLE BAY,7,6499.405121449308,2.1007544621368317,7.620548735742181,0.0
DALRYMPLE BAY,SANTOS,2,11709.635603302779,4.35285090716289,11.367319403001936,1.678379635081494
SINGAPORE,ROTTERDAM,2,2248.6976089408768,2.9427106962437226,9.356149085787552,0.7286783505986928
SINGAPORE,RICHARDS BAY,5,8203.909041529776,2.5947781203490314,7.821221943146947,0.5035301950316785
DALRYMPLE BAY,ROTTERDAM,10,4237.389704027419,1.5301980206695784,7.7316240529528555,0.06272728312810394
DALRYMPLE BAY,SINGAPORE,11,4730.4873969798155,1.7761374716335487,6.986636194912058,0.6587700496510338
NEWCASTLE,ROTTERDAM,7,8029.5513218705755,1.9500950371940278,7.122584146639788,0.18159916910142151
RICHARDS BAY,SINGAPORE,10,5794.8688864801625,2.922357579676934,9.393330708389472,0.7218823361526187
SANTOS,DALRYMPLE BAY,6,6741.539366933345,2.2373540000107206,7.353276954004185,0.8861172934039303
SINGAPORE,QINGDAO,5,6556.711686663457,2.488422112113985,7.3848312219865155,0.6096969929670711
SANTOS,ROTTERDAM,3,2499.469152538228,1.1942983586334623,6.062898607193196,0.10864725723343165
DALRYMPLE BAY,SINGAPORE,2,3257.3324962638826,3.202838571115988,10.498031180486434,0.2491763405988725
DALRYMPLE BAY,QINGDAO,11,6752.201317790197,1.5830699708213305,7.439943786966181,0.29703045115174376
RICHARDS BAY,QINGDAO,8,11931.98649303135,2.060891833018814,8.891019874074757,0.7991755061909918
RICHARDS BAY,ROTTERDAM,7,10244.789073945878,2.2616459301262006,8.296837275708263,0.6970208996525862
DALRYMPLE BAY,QINGDAO,1,7246.469832651184,3.6470352127593997,12.772349361234859,0.7832912826973141
ROTTERDAM,SANTOS,4,2835.872599864194,1.1722687076660039,6.377232640585278,0.0
QINGDAO,SINGAPORE,12,3358.514816774081,3.4783899018818105,10.26484610758901,0.8806531747024454
ROTTERDAM,SINGAPORE,11,3131.669752201394,2.2369208962084413,9.497940632257908,0.5771533611743169
SINGAPORE,QINGDAO,7,10990.993982352527,2.4305574351775756,8.244922130364458,0.16104536513177115
QINGDAO,DALRYMPLE BAY,12,6687.667838448659,3.1809414372569114,11.086737546070022,1.2554699615339513
SANTOS,NEWCASTLE,5,6111.374388662314,1.6427765622095676,7.828411348896731,0.6258449196066467
SINGAPORE,DALRYMPLE BAY,6,7835.76255361989,1.8182704316575724,8.089559619627316,0.22516651959156445
SINGAPORE,NEWCASTLE,7,3614.1573500535096,1.5131421480893292,7.058654396905689,0.3227457367035183
DALRYMPLE BAY,RICHARDS BAY,12,11011.973297586672,3.2260493655495477,11.642404434609213,0.0
SANTOS,ROTTERDAM,8,3112.5876804042027,1.2348074088758287,7.598605918713675,0.22692644888246497
RICHARDS BAY,SANTOS,4,11679.31512911867,2.1521831727490532,7.900774226978772,0.17697333038014323
SANTOS,NEWCASTLE,2,10525.39190089843,3.812053537859308,10.34948867370311,1.1073429619235147
QINGDAO,SINGAPORE,9,11866.78250955001,2.4139473843739947,7.956678696722174,1.1090510228830528
NEWCASTLE,RICHARDS BAY,2,5017.992213803915,3.774218074435787,10.345739562970543,0.975688274903725
QINGDAO,ROTTERDAM,2,10793.476376381408,3.8590313104207503,12.203156489338614,1.2091070015264613
SANTOS,SINGAPORE,3,5850.714605940793,2.5940474654853345,7.847738722949465,0.791656777567049
SANTOS,NEWCASTLE,2,1644.6622305875285,2.9963313824178304,10.023709965324215,0.6635354598811942
QINGDAO,RICHARDS BAY,2,6908.900456884984,3.808107553515167,12.161538368997396,1.1828298889992594
SINGAPORE,DALRYMPLE BAY,8,9520.36270652776,2.2927897222138816,10.799732060219675,0.39582242986571736
ROTTERDAM,SANTOS,12,3040.803948680351,2.970801066303319,11.130386246960512,0.9398499349509926
SANTOS,SINGAPORE,6,11769.48033077379,2.6685231105461695,8.67674610507035,0.7753509893846708
SINGAPORE,DALRYMPLE BAY,9,11696.919093924444,2.2281482039951888,9.021449786800147,0.0
SANTOS,DALRYMPLE BAY,5,7072.594556132458,2.088185303241908,8.29011875996996,0.6484844061159446
NEWCASTLE,RICHARDS BAY,6,8585.533900261631,2.9334868530467864,9.103534388782911,0.2846466193909822
QINGDAO,SINGAPORE,11,7505.481569232628,2.4806083449219813,7.736511912193421,0.8716201786107327
DALRYMPLE BAY,QINGDAO,9,2872.894040451345,1.6064735951360678,6.120051949173386,0.0
NEWCASTLE,ROTTERDAM,5,3209.9937880483762,2.110364583476638,8.188392048258061,0.5901943428841324
RICHARDS BAY,QINGDAO,4,2636.619135485999,1.3778229025359625,6.721170940037292,0.2644529447430539
SINGAPORE,DALRYMPLE BAY,5,4943.200777072392,2.04185449285716,9.106116211074793,0.6653943981188235
SINGAPORE,RICHARDS BAY,10,4803.1064748763465,2.01987279142398,8.858509533195402,0.4503411161633122
SANTOS,NEWCASTLE,10,4738.826036226376,2.0508802228363163,6.38727455017651,0.16596622314318518
SINGAPORE,QINGDAO,9,9891.840677420081,2.5526000102564885,9.495654952566861,0.7297620180952422
NEWCASTLE,SANTOS,6,4284.741289181943,1.9607343829342847,8.136566901687605,0.6251620395338218
NEWCASTLE,QINGDAO,9,5886.304506809816,2.750588042823102,8.977403307104968,0.7601788467589926
SANTOS,ROTTERDAM,10,4195.578496119246,1.6799161261440299,7.008307517144766,0.3841734149146186
SANTOS,QINGDAO,3,7633.702566424607,2.38164155147507,8.043801556971593,0.2929298912477659
NEWCASTLE,ROTTERDAM,8,10066.96276236249,2.726143998618529,8.605543904353038,0.2953508583163855
QINGDAO,DALRYMPLE BAY,4,4894.291785833599,1.832967585147445,6.721981645572888,0.7263733475991423
QINGDAO,ROTTERDAM,6,11184.755204733034,2.396962546210171,8.177750008245818,0.2530348803261694
RICHARDS BAY,ROTTERDAM,9,3495.474767575765,2.001866012249052,8.60673887792478,0.30056014837120626
ROTTERDAM,SINGAPORE,5,8382.323623560014,2.343432751101394,8.565060278149454,0.36027411972923057
DALRYMPLE BAY,ROTTERDAM,11,4617.11909782785,2.0136140516784526,6.170916536242448,0.3126047168170036
SANTOS,QINGDAO,8,5575.615263069683,2.084801533389983,8.774394649330535,0.7605286004893854
