from_port,to_port,month,distance_nm,from_busy,to_busy,port_delay_days
RICHARDS BAY,NEWCASTLE,5,4801.61979214476,0.15761164862499966,0.14778337254219165,1.6508007307057386
QINGDAO,RICHARDS BAY,12,9693.165686048618,0.47936956412454035,0.3763594734808262,3.1277005956879598
DALRYMPLE BAY,QINGDAO,11,8189.27578190768,0.12192167833511258,0.5882579999692207,2.04674337332132
SANTOS,QINGDAO,12,6144.298334212878,0.3019273914424916,0.9184418955155542,3.258463162358157
SANTOS,NEWCASTLE,4,10287.41408643985,0.10641953187138287,0.9991047304742386,2.860469245377934
DALRYMPLE BAY,SINGAPORE,3,3001.7296892496674,0.7767679406922186,0.19820422721289788,2.3425343513828873
QINGDAO,SINGAPORE,1,7862.214365301141,0.8014818108594153,0.23855282062738847,1.9397335332993428
SINGAPORE,NEWCASTLE,11,10298.792295881522,0.04015129954706642,0.20178211071905539,1.9402407911540789
RICHARDS BAY,NEWCASTLE,9,3526.935654123493,0.27075875131780025,0.7099046972813039,3.2259816123707763
SINGAPORE,QINGDAO,3,8950.571993556518,0.17312784642250323,0.09172100582419807,1.1636662088218066
DALRYMPLE BAY,QINGDAO,8,7510.338074565692,0.1451302546650497,0.9460244535580951,2.820711859828822
SANTOS,DALRYMPLE BAY,2,6837.703753692892,0.40403439074076597,0.4741687294826181,3.329083639752914
QINGDAO,RICHARDS BAY,6,7915.3692438845965,0.634629117418263,0.41181089658557024,2.555300967822134
DALRYMPLE BAY,SINGAPORE,4,6478.393088446788,0.22559286820421098,0.5724579331221157,2.4591046380553756
ROTTERDAM,RICHARDS BAY,4,9768.038330852516,0.5491443835996794,0.4314181951798901,2.852062699046672
SANTOS,DALRYMPLE BAY,2,6788.1457144225415,0.5202751147405691,0.7998704107638365,3.55181888031296
DALRYMPLE BAY,RICHARDS BAY,1,4446.420079403387,0.3341300405015458,0.1729944451915938,2.0107888255425084
RICHARDS BAY,DALRYMPLE BAY,5,3112.9354401366654,0.6008404079450809,0.11967255586489434,0.8108611644901231
ROTTERDAM,SANTOS,4,8720.483016243972,0.7054063654840127,0.38784169516364975,3.0623112613138193
SANTOS,SINGAPORE,9,10281.195050777498,0.9891330026836055,0.5559694280284484,3.6491863516771588
QINGDAO,DALRYMPLE BAY,5,2340.5174782849426,0.7553301727947445,0.433779027322593,3.521131482816884
DALRYMPLE BAY,SINGAPORE,8,4566.622968302548,0.4901975424015864,0.5864451730147959,1.8239124572877037
QINGDAO,DALRYMPLE BAY,8,8316.06502640988,0.6702032553513549,0.7629030190395291,3.7633710963502396
DALRYMPLE BAY,NEWCASTLE,4,9570.58968932348,0.852015516881169,0.5047914829034981,3.469310196701678
SANTOS,RICHARDS BAY,6,7079.815930548066,0.10497971589607058,0.39855250670154063,1.8947732931217116
ROTTERDAM,QINGDAO,4,11238.33481429228,0.4482073282568715,0.30753507242078615,1.8941506383039104
SINGAPORE,RICHARDS BAY,8,11808.962449196622,0.620357709658044,0.4775058736277328,3.085168355310199
RICHARDS BAY,NEWCASTLE,6,2698.0927474281907,0.7324135029937877,0.4400886995273686,2.544923680779645
DALRYMPLE BAY,SINGAPORE,4,9204.41172309812,0.7499835379352686,0.3464928613130488,2.3924697253798337
DALRYMPLE BAY,NEWCASTLE,11,11768.128280275323,0.4115760021940599,0.7936821505599726,3.908701606298327
SANTOS,ROTTERDAM,10,1888.1926356123295,0.3727023413067342,0.04869847231385127,0.9234880383520279
SINGAPORE,DALRYMPLE BAY,9,9909.151717119637,0.048963709823279244,0.23453515044129858,2.0429268459935632
NEWCASTLE,QINGDAO,9,1810.8765358504388,0.4013555575533879,0.8956348813836968,3.6295817605880276
NEWCASTLE,DALRYMPLE BAY,11,7698.362634273064,0.3969400677478341,0.274825050755067,2.0524788323105527
ROTTERDAM,SANTOS,9,9978.031862750959,0.9987433700667648,0.2963620570111649,3.3541823824660053
SINGAPORE,SANTOS,6,6717.624259368669,0.1343669133130615,0.3653784631991335,1.2938756868800205
DALRYMPLE BAY,NEWCASTLE,8,5104.570854978531,0.4203817715052771,0.9592092728445759,3.4073855008576537
ROTTERDAM,QINGDAO,7,11045.180551440959,0.5295420552850724,0.7423179494179767,3.8099166516214003
ROTTERDAM,QINGDAO,4,3132.1364228759358,0.8743143652908074,0.2832469332501141,3.0398048577156147
DALRYMPLE BAY,ROTTERDAM,12,8583.273508279754,0.8146384431178827,0.9025539692192319,4.089385510910632
DALRYMPLE BAY,ROTTERDAM,8,11531.168995972015,0.5127320643001113,0.4329724928677672,3.2487890253903142
SINGAPORE,ROTTERDAM,7,6278.737345323505,0.5160878012571124,0.3125699490285839,2.2732281073612866
SINGAPORE,DALRYMPLE BAY,9,3673.7156860105256,0.3020715687836385,0.3941257771780975,2.2350743525077883
QINGDAO,SINGAPORE,2,6639.771068325685,0.3330941610106378,0.43132702014644964,2.120449962843268
SANTOS,RICHARDS BAY,3,6538.565705786184,0.6832583576588129,0.22825287546342055,2.6629855447014945
DALRYMPLE BAY,RICHARDS BAY,3,1997.4272100575595,0.13820537163853075,0.9188231935306829,2.677176124803349
QINGDAO,NEWCASTLE,8,4037.2085417604007,0.5692120504306768,0.5901953827661262,2.176741130863374
SANTOS,SINGAPORE,11,10482.66118880115,0.2542634837541573,0.9187936809026809,2.864220226462207
NEWCASTLE,RICHARDS BAY,10,4843.190737198826,0.799213522241491,0.6007339188626425,3.941920525885719
DALRYMPLE BAY,SINGAPORE,9,1699.858552083609,0.16548775758177503,0.7251833208508688,2.939061732189798
ROTTERDAM,SINGAPORE,8,2823.2765883395787,0.14371866145553414,0.6930954269297015,2.3735885279869864
DALRYMPLE BAY,SINGAPORE,7,7638.707758408737,0.12690997551851313,0.8973021997540936,2.8480446897073297
DALRYMPLE BAY,RICHARDS BAY,1,7742.959893354076,0.294755193202763,0.6636210466603519,1.9892174698467027
NEWCASTLE,DALRYMPLE BAY,11,7913.086398971892,0.5535408400896115,0.3961665000592489,2.8467810139923806
QINGDAO,NEWCASTLE,12,5902.360072958454,0.5145830518855309,0.012469877941213237,1.5180662200703487
NEWCASTLE,DALRYMPLE BAY,8,8667.106781196813,0.14937415636815077,0.9615496295410325,2.8627064613320425
ROTTERDAM,DALRYMPLE BAY,9,10722.840205013417,0.3790526950373052,0.5170194868494292,3.2139623055955404
SANTOS,SINGAPORE,10,10588.511662870796,0.798097435818333,0.09986247716072949,3.296339522575467
DALRYMPLE BAY,NEWCASTLE,5,9052.781603753649,0.8875710884880433,0.39462988815008226,3.5632308225210676
SINGAPORE,RICHARDS BAY,7,6410.222694579263,0.19674218075063132,0.3772059828830039,1.9798378278009559
DALRYMPLE BAY,SINGAPORE,5,11526.43311448598,0.24359674535860742,0.09892450510482231,1.6379996591076855
DALRYMPLE BAY,QINGDAO,6,6418.374733091095,0.2594398398545342,0.04517311698942639,0.926987470493058
SANTOS,DALRYMPLE BAY,2,4150.5810507706665,0.2947739495745427,0.7648035526072343,2.71549107429
ROTTERDAM,DALRYMPLE BAY,8,2946.8321272419544,0.3044665264760329,0.5528982540644615,1.2613912297792245
SINGAPORE,RICHARDS BAY,2,4159.182481202072,0.16031202498225805,0.8519331577947986,2.3620425673416694
NEWCASTLE,ROTTERDAM,2,9609.706370582964,0.2068135275140317,0.941538856738099,4.001309355243041
NEWCASTLE,QINGDAO,11,3384.666759633918,0.4135679313099698,0.4498592999441262,2.0472207203881845
SANTOS,RICHARDS BAY,9,4070.363266276527,0.16125406285192412,0.9400190108075147,2.853754655083661
QINGDAO,SANTOS,7,7133.964142559437,0.43456308469769034,0.13175483289206746,1.8917407144819163
QINGDAO,SINGAPORE,5,3681.031160191162,0.25318460612660154,0.030054578761178785,1.4969173831519802
SANTOS,SINGAPORE,6,5704.738075075422,0.5318860913460681,0.18723894461534152,0.9512492253354801
NEWCASTLE,SINGAPORE,10,5084.5642075081405,0.05010668969693377,0.34240367681062867,1.2456368907614612
DALRYMPLE BAY,RICHARDS BAY,3,11199.724818978391,0.4379896029203726,0.6390136492641646,3.099748450841958
ROTTERDAM,SANTOS,10,3099.4304566545447,0.6322828130302102,0.39292739157023326,2.852117611909526
SINGAPORE,ROTTERDAM,8,7796.801245517899,0.4727839727589982,0.9500610946244371,3.023244094140083
RICHARDS BAY,SINGAPORE,12,10871.120741716926,0.7496186189228675,0.9918077164976282,4.305360804138659
SANTOS,NEWCASTLE,5,9254.362483209601,0.4031402041190819,0.5618189300629993,3.0993655412383396
QINGDAO,RICHARDS BAY,5,5785.645016425637,0.4400501082335524,0.12580701831228525,1.9570804946602922
ROTTERDAM,QINGDAO,1,4928.741848053689,0.19780984725919692,0.7781514225440124,1.9363214947350296
DALRYMPLE BAY,QINGDAO,10,4476.968049291907,0.6747365473492779,0.9103269101852525,3.957906700465133
SINGAPORE,RICHARDS BAY,8,4178.622775787498,0.6254781569139363,0.32049116167801617,2.975923533061728
SANTOS,ROTTERDAM,9,7907.388166549082,0.44394288639597634,0.9359374994357259,3.8260907274677796
DALRYMPLE BAY,ROTTERDAM,8,5008.168303066934,0.24420500076588825,0.9126718352555361,3.181199872512979
DALRYMPLE BAY,RICHARDS BAY,3,6546.380124894218,0.45645219451427166,0.24022627614900316,2.1806129131661725
NEWCASTLE,ROTTERDAM,5,3797.994392343638,0.8160560167528311,0.860569919294376,3.685404743626387
SINGAPORE,DALRYMPLE BAY,3,9630.526962422038,0.11570416730942945,0.3900625901565292,1.2559421591644082
SINGAPORE,SANTOS,8,11295.458215339158,0.9808211455330342,0.06964063659139463,3.005197416317265
QINGDAO,RICHARDS BAY,6,10241.557491702075,0.17635638000807585,0.4234953946796538,1.8733458640980967
SINGAPORE,QINGDAO,12,11993.930046853971,0.5164594026356409,0.09519908696086399,2.42083614366485
QINGDAO,SANTOS,3,8558.77652784617,0.3533376950684678,0.7874638746315022,2.5672163773416274
SINGAPORE,ROTTERDAM,9,9914.589055348592,0.49125744639136615,0.893031019536303,3.705118903518998
ROTTERDAM,RICHARDS BAY,4,2054.4745647011587,0.0005187441657055203,0.43631665969426314,1.282062791085054
SINGAPORE,SANTOS,3,3042.0692156247446,0.8608009736205361,0.8231246099500947,3.814725258139958
SANTOS,NEWCASTLE,8,9399.453601552304,0.5041786043908139,0.7502659879482331,4.0663798659756525
QINGDAO,RICHARDS BAY,10,2748.558654356585,0.08598235011094513,0.17629136502213016,1.4695928402806848
NEWCASTLE,SINGAPORE,12,6211.659825613131,0.39291817669707396,0.8750841990540823,3.835769171658799
RICHARDS BAY,ROTTERDAM,8,4535.377607201013,0.7347251307805799,0.5664206508096447,2.8847237721310717
SANTOS,SINGAPORE,12,6605.016794033892,0.2601846553429914,0.41865608731480164,2.053992112352477
RICHARDS BAY,NEWCASTLE,4,6980.143943077162,0.314749618564381,0.5640951370472229,2.1866120297363256
RICHARDS BAY,DALRYMPLE BAY,10,3305.58369533874,0.8902639618236188,0.46995594028734,3.6887232973834783
RICHARDS BAY,ROTTERDAM,8,3552.608350611043,0.6795270092089578,0.2140922893367202,1.941556594286853
SINGAPORE,QINGDAO,8,4864.170637771732,0.3607586865182536,0.055270409501227635,2.3879198748379737
DALRYMPLE BAY,RICHARDS BAY,11,11261.499519655328,0.0998310571767902,0.10740295628857721,0.6532955309213433
DALRYMPLE BAY,RICHARDS BAY,2,7023.635532303219,0.9966772115191534,0.04417510294416127,3.042466787218859
NEWCASTLE,DALRYMPLE BAY,10,3288.582533414448,0.9786341439004389,0.4986395468763152,3.5535787249928155
RICHARDS BAY,QINGDAO,3,2584.476530624021,0.8661446063310201,0.589331166127476,4.113609855263402
QINGDAO,SANTOS,12,11294.186006398317,0.3914919795306634,0.32926245959776956,2.7931378729138907
ROTTERDAM,RICHARDS BAY,5,5130.173460507643,0.3785927875597309,0.09463976824938869,1.4100807931624533
ROTTERDAM,NEWCASTLE,7,9433.165195970985,0.2574223623453714,0.8267898819237445,3.3049153621694822
RICHARDS BAY,DALRYMPLE BAY,11,11200.954205727014,0.5789775247502426,0.0046187988433276095,1.8873405778259453
ROTTERDAM,SANTOS,9,10447.526039226408,0.4964174824393083,0.46575744035725497,2.8709135268013943
DALRYMPLE BAY,ROTTERDAM,11,4338.588776092939,0.16058831258491868,0.774907903381328,1.6362427150571333
SANTOS,NEWCASTLE,11,3469.8975740328524,0.5942726943015799,0.8781474246555374,2.684574254620488
RICHARDS BAY,DALRYMPLE BAY,9,5962.283549494065,0.3699843678471978,0.4176192926540456,1.8013211870902868
RICHARDS BAY,NEWCASTLE,4,10680.509691515539,0.023970355527955456,0.5204574437672277,1.4288588915151688
SINGAPORE,SANTOS,10,1920.9976036641472,0.4617271971845094,0.5222508939823721,1.8284470368454802
RICHARDS BAY,QINGDAO,2,11446.857855160846,0.4049940614958173,0.808969602506749,4.1440681438124995
DALRYMPLE BAY,SANTOS,5,6026.301755198352,0.03589888600735891,0.5346007512892753,1.4293555545312469
SANTOS,RICHARDS BAY,4,10981.386110764435,0.045114745709278536,0.9358741020110806,2.394294093686264
NEWCASTLE,SANTOS,1,7458.205192267895,0.3972333014728241,0.4450160548539922,2.8239335486968544
DALRYMPLE BAY,SANTOS,4,11625.918546360528,0.094286053488007,0.8673030405011813,3.2883103255964325
ROTTERDAM,DALRYMPLE BAY,8,9855.779934253185,0.5456756940810478,0.5434955950798607,3.187624141773428
SINGAPORE,SANTOS,6,5556.585300843409,0.36159902957266266,0.3915068416844314,2.6835441165205616
QINGDAO,DALRYMPLE BAY,11,1869.3478129364073,0.15752334131747947,0.20581979301300757,1.9650806838657466
RICHARDS BAY,DALRYMPLE BAY,12,3981.784571527218,0.04911764375004013,0.1536018325377585,0.8078659351657644
QINGDAO,RICHARDS BAY,8,3619.6061419001817,0.8005836206738501,0.6177889085055832,2.790553198881676
RICHARDS BAY,ROTTERDAM,3,6097.336439596291,0.9456936518244733,0.37830982237341526,3.265983307088121
QINGDAO,RICHARDS BAY,3,6064.977341494985,0.22864560266211464,0.7219067795126763,2.9025531940343243
RICHARDS BAY,SANTOS,6,6955.270780151787,0.5081929147782448,0.4366674893388395,1.4552368175037298
DALRYMPLE BAY,SINGAPORE,9,3893.6616083434155,0.6376089802290499,0.050833461948477154,2.901879881524899
RICHARDS BAY,NEWCASTLE,1,10133.242233984973,0.6481837296671343,0.7817570475739452,4.353416166465024
ROTTERDAM,SANTOS,6,8554.468980447708,0.960586962506625,0.3709123215416692,3.6746043991249686
RICHARDS BAY,ROTTERDAM,6,3762.698989033355,0.7452038427810108,0.13115516918470993,2.7908705420663193
NEWCASTLE,QINGDAO,7,11538.489924987605,0.15442308802214244,0.19766698225463952,1.8610959733415633
SINGAPORE,ROTTERDAM,9,3339.3959624880385,0.35768263152597424,0.47840492608667795,2.370492102482322
RICHARDS BAY,SANTOS,10,2234.282130507043,0.48112310176314976,0.782211195267795,2.5783485029262962
RICHARDS BAY,QINGDAO,3,5288.510894883911,0.1763555764178013,0.4674845394285718,2.1515935528648313
QINGDAO,ROTTERDAM,5,6107.627868920461,0.302964628837302,0.3692728413409686,1.3769257410861537
SINGAPORE,RICHARDS BAY,8,10605.308904370413,0.9988296373336586,0.6135164847298321,4.061307474432337
NEWCASTLE,SINGAPORE,9,6510.606649470708,0.49431453353461774,0.4073623878629723,2.6526408033314937
SINGAPORE,NEWCASTLE,3,9826.552279076119,0.8478368672236546,0.9948242136208678,5.183197234332986
NEWCASTLE,QINGDAO,10,11357.456219173902,0.34464088651161773,0.5570017818814502,2.991634839225509
RICHARDS BAY,SANTOS,12,5730.235889330111,0.8341208920021081,0.6813294726896911,3.4259683297462926
DALRYMPLE BAY,NEWCASTLE,10,8615.94045177193,0.8144738760309339,0.235256388415645,2.6763322858931713
SINGAPORE,DALRYMPLE BAY,6,4156.864874261677,0.7757910864370905,0.7718493432291552,3.6979485958041405
RICHARDS BAY,SANTOS,5,1905.7652531822882,0.20799807370846057,0.5189146424870842,2.1691946934607804
DALRYMPLE BAY,SINGAPORE,5,3482.7824149942094,0.19549582739658733,0.41004878691499425,1.2306514480647963
SINGAPORE,DALRYMPLE BAY,2,5735.221234115847,0.9233469677258123,0.24587558700505863,2.59816866354958
ROTTERDAM,SINGAPORE,3,3446.4403644260997,0.4638281104628762,0.28942970750806496,2.156942866755097
RICHARDS BAY,QINGDAO,2,2917.9000085904786,0.9437983681037112,0.40204779815706937,4.403285192317253
QINGDAO,SINGAPORE,2,8212.128573739785,0.782905274171724,0.21093438848871293,2.8752542011151356
SANTOS,SINGAPORE,11,4710.902401754957,0.6189163811735259,0.7599668837007301,3.3864964941012743
DALRYMPLE BAY,NEWCASTLE,6,10705.12045689288,0.527457630072559,0.7447709278167541,3.6809326059740166
ROTTERDAM,RICHARDS BAY,9,7617.765667802644,0.39510183754789086,0.7868913814500277,2.942233642997488
SANTOS,QINGDAO,7,3479.5674556786826,0.7952322585827095,0.9606262856288327,4.3864140475412015
ROTTERDAM,RICHARDS BAY,8,11859.601842063916,0.09380782400772492,0.4123749142972246,2.0061453112791297
SANTOS,RICHARDS BAY,12,10777.06328244893,0.30132035766261533,0.7701931135378551,2.435859750289472
DALRYMPLE BAY,SINGAPORE,6,8975.137011180077,0.5635232369695373,0.4956050782011431,2.711212124545374
QINGDAO,DALRYMPLE BAY,5,11424.057020543112,0.05088073454501463,0.7497057510446368,2.5102758374845435
SANTOS,RICHARDS BAY,5,4079.8473014473,0.23074630526721696,0.027182133497585026,0.6686680331997015
NEWCASTLE,DALRYMPLE BAY,7,6499.405121449308,0.44953224112352086,0.6404392121036413,3.3148818397769495
DALRYMPLE BAY,SANTOS,2,11709.635603302779,0.9028926876302835,0.9218975064992004,4.423691715977897
SINGAPORE,ROTTERDAM,2,2248.6976089408768,0.9898230692048735,0.07405768336907359,2.6792379825931136
SINGAPORE,RICHARDS BAY,5,8203.909041529776,0.5221250929031509,0.7127496937612997,3.073340728541057
DALRYMPLE BAY,ROTTERDAM,10,4237.389704027419,0.15353154633704746,0.2463522417832268,1.614270323118021
DALRYMPLE BAY,SINGAPORE,11,4730.4873969798155,0.21662236418404268,0.6889014524529722,2.1999933820864754
NEWCASTLE,ROTTERDAM,7,8029.5513218705755,0.6103353887901798,0.6235463696427459,3.297408733890296
RICHARDS BAY,SINGAPORE,10,5794.8688864801625,0.08671148364319914,0.2223679278968107,0.9408008524370222
SANTOS,DALRYMPLE BAY,6,6741.539366933345,0.6197193893796402,0.9279706081658242,3.29373594392577
SINGAPORE,QINGDAO,5,6556.711686663457,0.9216849842375704,0.4935065804363411,4.043372190370258
SANTOS,ROTTERDAM,3,2499.469152538228,0.0005681292589444498,0.43194566100048193,1.2696952042070704
DALRYMPLE BAY,SINGAPORE,2,3257.3324962638826,0.6266392176974815,0.32623836216405677,2.3468510793936037
DALRYMPLE BAY,QINGDAO,11,6752.201317790197,0.7560931477128529,0.8497301914012271,3.168130532098371
RICHARDS BAY,QINGDAO,8,11931.98649303135,0.9902780870927544,0.5267732313623077,3.926370578199859
RICHARDS BAY,ROTTERDAM,7,10244.789073945878,0.30320207663459164,0.4398090424804667,3.0217881910470448
DALRYMPLE BAY,QINGDAO,1,7246.469832651184,0.5607773745620122,0.505502819357067,2.982717850342695
ROTTERDAM,SANTOS,4,2835.872599864194,0.18871221002891925,0.8505208789213576,2.096141107987588
QINGDAO,SINGAPORE,12,3358.514816774081,0.6558728609828406,0.27503104063025285,2.698579270103466
ROTTERDAM,SINGAPORE,11,3131.669752201394,0.6065663351954298,0.4446880280107457,2.225247965047925
SINGAPORE,QINGDAO,7,10990.993982352527,0.5494936128000582,0.15003957824821013,2.6973898278219437
QINGDAO,DALRYMPLE BAY,12,6687.667838448659,0.3002719121425267,0.4772329099757965,2.8595246135472014
SANTOS,NEWCASTLE,5,6111.374388662314,0.6440094014498684,0.6104041091743072,3.294249747846073
SINGAPORE,DALRYMPLE BAY,6,7835.76255361989,0.2455660388094516,0.04255181764677651,1.1353862668808088
SINGAPORE,NEWCASTLE,7,3614.1573500535096,0.9295729155672217,0.017860959175180824,2.7232176243734214
DALRYMPLE BAY,RICHARDS BAY,12,11011.973297586672,0.970710161196213,0.5503235056976393,4.213409507279556
SANTOS,ROTTERDAM,8,3112.5876804042027,0.7397700265661503,0.07501730735154233,2.5959663503838435
RICHARDS BAY,SANTOS,4,11679.31512911867,0.7331244745595453,0.36898855330034497,3.481162936080849
SANTOS,NEWCASTLE,2,10525.39190089843,0.3782005230096811,0.8517221827525187,3.1152053329656098
QINGDAO,SINGAPORE,9,11866.78250955001,0.1505982872430035,0.0884022907006744,1.1704759341378481
NEWCASTLE,RICHARDS BAY,2,5017.992213803915,0.8456994006469721,0.5200719122614881,2.9726306713419137
QINGDAO,ROTTERDAM,2,10793.476376381408,0.4892651908307978,0.14163896797290498,2.1070300997152818
SANTOS,SINGAPORE,3,5850.714605940793,0.5218764346888559,0.2796363291025302,2.3374372698350623
SANTOS,NEWCASTLE,2,1644.6622305875285,0.24829424788529275,0.4565473229940522,1.9601662847039834
QINGDAO,RICHARDS BAY,2,6908.900456884984,0.34483125939883785,0.4212801276832546,1.7335704219715642
SINGAPORE,DALRYMPLE BAY,8,9520.36270652776,0.2848075886498894,0.7875555848632168,2.9841284745853174
ROTTERDAM,SANTOS,12,3040.803948680351,0.3362858304273617,0.9876474477564617,3.1622289236613312
SANTOS,SINGAPORE,6,11769.48033077379,0.4748768364757039,0.13092131214649905,2.2637894273149515
SINGAPORE,DALRYMPLE BAY,9,11696.919093924444,0.25883563723739966,0.5045452397039372,1.9782179810852152
SANTOS,DALRYMPLE BAY,5,7072.594556132458,0.9765270664151456,0.1864832947558639,3.3434441358494005
NEWCASTLE,RICHARDS BAY,6,8585.533900261631,0.2634754281893177,0.3552178341211998,2.3306782163502504
QINGDAO,SINGAPORE,11,7505.481569232628,0.2138308212779978,0.9000912781436826,2.5539354576621403
DALRYMPLE BAY,QINGDAO,9,2872.894040451345,0.8069442243540357,0.9369072881309537,3.307262398557819
NEWCASTLE,ROTTERDAM,5,3209.9937880483762,0.5191672349143215,0.5332498098317082,2.5961853459171036
RICHARDS BAY,QINGDAO,4,2636.619135485999,0.24024894827964172,0.2739061686060452,1.582739867342967
SINGAPORE,DALRYMPLE BAY,5,4943.200777072392,0.08973127774125123,0.02520494712616217,0.41556252202854216
SINGAPORE,RICHARDS BAY,10,4803.1064748763465,0.7739394386376562,0.7647566879326486,3.969309179325307
SANTOS,NEWCASTLE,10,4738.826036226376,0.92924224400615,0.09434150263965546,3.301505937508751
SINGAPORE,QINGDAO,9,9891.840677420081,0.6024102530914477,0.8568603919165705,3.493871980785107
NEWCASTLE,SANTOS,6,4284.741289181943,0.392735012101753,0.42510263199230647,2.274991673941902
NEWCASTLE,QINGDAO,9,5886.304506809816,0.2573723130551461,0.5026793247960669,2.291691132968196
SANTOS,ROTTERDAM,10,4195.578496119246,0.9697715788310101,0.7847220208513513,4.248401813098704
SANTOS,QINGDAO,3,7633.702566424607,0.2634493143569058,0.9295989720071713,4.2493757439611395
NEWCASTLE,ROTTERDAM,8,10066.96276236249,0.06752731441805337,0.5122429711066271,2.037485239392178
QINGDAO,DALRYMPLE BAY,4,4894.291785833599,0.587634974653043,0.7180623366342505,2.9585648410280134
